"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"15.02.2018","115,51","115,74","115,98","114,22","12,13M","0,42%"
"14.02.2018","115,03","112,63","115,27","112,53","15,19M","2,31%"
"13.02.2018","112,43","111,32","113,05","110,80","16,36M","0,62%"
"12.02.2018","111,74","111,17","112,72","110,07","18,04M","1,54%"
"09.02.2018","110,04","109,10","111,05","106,23","28,19M","2,00%"
"08.02.2018","107,88","113,11","113,11","107,84","27,43M","-4,42%"
"07.02.2018","112,87","111,55","114,45","111,15","21,88M","0,68%"
"06.02.2018","112,11","106,85","112,48","106,61","33,11M","3,04%"
"05.02.2018","108,80","113,00","114,59","103,98","30,10M","-4,80%"
"02.02.2018","114,28","116,49","116,92","114,09","16,48M","-2,22%"
"01.02.2018","116,87","115,77","116,98","115,48","13,80M","1,04%"
"31.01.2018","115,67","115,65","116,66","115,16","13,14M","0,49%"
"30.01.2018","115,11","115,53","116,60","114,98","14,28M","-0,94%"
"29.01.2018","116,20","116,02","117,35","116,02","11,68M","-0,10%"
"26.01.2018","116,32","115,70","116,32","114,96","13,88M","0,54%"
"25.01.2018","115,70","116,04","116,17","115,08","13,51M","0,03%"
"24.01.2018","115,67","114,86","116,00","114,66","15,90M","1,28%"
"23.01.2018","114,21","113,67","114,64","113,35","12,32M","-0,10%"
"22.01.2018","114,33","112,66","114,39","112,50","12,48M","1,17%"
"19.01.2018","113,01","113,94","114,34","112,80","18,79M","-0,22%"
"18.01.2018","113,26","112,76","113,72","112,27","14,57M","0,24%"
"17.01.2018","112,99","111,89","113,30","111,31","14,94M","0,64%"
"16.01.2018","112,27","111,51","113,43","111,07","22,70M","-0,36%"
"12.01.2018","112,67","111,65","112,85","110,84","18,88M","1,65%"
"11.01.2018","110,84","110,67","110,93","110,05","13,68M","0,54%"
"10.01.2018","110,25","109,47","110,70","109,39","15,83M","1,10%"
"09.01.2018","109,05","108,72","109,63","108,49","13,29M","0,51%"
"08.01.2018","108,50","108,15","108,68","107,70","12,47M","0,15%"
"05.01.2018","108,34","109,26","109,55","107,78","14,15M","-0,64%"
"04.01.2018","109,04","108,36","110,03","108,20","12,95M","0,91%"
"03.01.2018","108,06","107,86","108,49","107,48","11,90M","0,10%"
"02.01.2018","107,95","107,63","108,02","106,81","13,58M","0,94%"
"29.12.2017","106,94","108,09","108,28","106,94","8,93M","-0,79%"
"28.12.2017","107,79","107,40","107,84","107,16","7,44M","0,53%"
"27.12.2017","107,22","106,67","107,29","106,67","9,50M","0,19%"
"26.12.2017","107,02","107,20","107,99","106,40","7,40M","-0,40%"
"22.12.2017","107,45","108,20","108,46","106,81","14,57M","-0,35%"
"21.12.2017","107,83","106,59","108,07","106,56","12,32M","1,59%"
"20.12.2017","106,14","107,60","107,73","106,09","13,09M","-0,35%"
"19.12.2017","106,51","107,35","107,49","106,44","12,15M","-0,42%"
"18.12.2017","106,96","107,19","107,63","106,48","12,71M","0,77%"
"15.12.2017","106,14","105,79","106,52","105,20","29,35M","1,41%"
"14.12.2017","104,66","106,12","106,45","104,64","13,03M","-0,81%"
"13.12.2017","105,51","106,70","107,11","105,48","15,02M","-1,25%"
"12.12.2017","106,85","105,92","107,37","105,54","15,51M","1,16%"
"11.12.2017","105,62","105,72","106,06","105,31","10,59M","-0,29%"
"08.12.2017","105,93","105,08","105,94","104,34","13,51M","1,25%"
"07.12.2017","104,62","103,95","105,19","103,73","13,37M","-0,30%"
"06.12.2017","104,93","105,41","105,76","104,53","15,48M","-0,75%"
"05.12.2017","105,72","107,17","107,41","104,12","17,19M","-1,15%"
"04.12.2017","106,95","107,73","108,40","106,77","23,58M","2,06%"
"01.12.2017","104,79","104,90","105,32","102,20","19,68M","0,26%"
"30.11.2017","104,52","104,74","106,66","104,04","23,95M","0,76%"
"29.11.2017","103,73","102,41","104,22","101,96","21,11M","2,34%"
"28.11.2017","101,36","98,21","101,70","97,97","16,77M","3,50%"
"27.11.2017","97,93","98,31","99,13","97,93","13,08M","-0,40%"
"24.11.2017","98,32","98,83","98,90","98,26","3,68M","-0,32%"
"22.11.2017","98,64","99,03","99,52","98,59","7,34M","-0,29%"
"21.11.2017","98,93","99,50","99,55","98,91","13,39M","-0,08%"
"20.11.2017","99,01","98,45","99,14","97,76","9,48M","0,89%"
"17.11.2017","98,14","97,82","98,41","97,57","9,02M","-0,34%"
"16.11.2017","98,47","98,53","99,06","98,31","9,81M","0,29%"
"15.11.2017","98,19","96,39","98,74","95,95","15,38M","0,95%"
"14.11.2017","97,27","97,34","97,78","96,85","11,04M","-0,60%"
"13.11.2017","97,86","96,69","98,05","96,62","9,30M","0,36%"
"10.11.2017","97,51","97,81","98,34","97,50","9,31M","-0,12%"
"09.11.2017","97,63","97,12","98,22","96,81","13,70M","-0,01%"
"08.11.2017","97,64","98,27","98,37","97,15","18,52M","-1,12%"
"07.11.2017","98,75","100,56","100,75","98,25","18,82M","-2,01%"
"06.11.2017","100,78","101,34","101,69","100,66","8,12M","-0,62%"
"03.11.2017","101,41","101,10","101,53","100,73","7,10M","-0,18%"
"02.11.2017","101,59","100,87","101,77","100,16","8,73M","0,66%"
"01.11.2017","100,92","101,10","101,70","100,73","8,42M","0,31%"
